artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.337507289,ARCCRTI11F4C845308,White Heart,,0,0,0.36873,0.443,0.36873,298.84036,19.093,0.477364753,5,0.596,37.15735675,Not available,-63.93335787,-9.998,1,0.567,148547,Tales Of Wonder,ARIYJXD1187B98C70E,0.265861049,SOVJXVJ12A8C13517D,289.46,0,0.16818,113.277,ccm,1,4,0.872,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.36366811,ARNVH8S1187FB52F86,Heavy D / McGruff,,0,0.036,0.98426,0.883,0.36334,161.38404,0.165,0.617870116,5,0.665,18.11526,"Jamaica, West Indies",-77.27348,-9.161,0,0.606,423012,Waterbed Hev,ARX1QYS1187B9A1F82,0.237733942,SOFZCTA12AB0188D8F,161.384,0.262,0.05327,96.979,pop rap,0.892334368,4,0.895,Wanna Be A Player,1997
0.579988982,ARNLO5S1187B9B80CC,Van Halen,classic pop and rock,1,0.812,0.34761,0.812,0.34761,209.29261,0,0.744641246,8,0.455,37.15735675,"Pasadena, CA",-63.93335787,-4.865,1,0.48,7133,The Best Of Both Worlds,ARZK3VD1187B99EB47,0.82448213,SOLRYQR12A670215BF,206.623,0.775,0.14268,140.995,heavy metal,0.999932033,1,0.41,Panama (Remastered Album Version),0
1.005941966,ARTDQRC1187FB4EFD4,Black Eyed Peas,pop and chart,1,0.933,1.1904,0.692,0.63902,229.61587,0,0.845601887,11,0.205,37.15735675,"Los Angeles, CA",-63.93335787,-4.882,0,0.332,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARV4KO21187FB38008,0.624425493,SOCHRXB12A8AE48069,213.664,0.41,0.36332,105.206,hip hop,1,4,1,Let's Get It Started,2004
0.598458501,ARK9TRQ1187B99C095,Nine Inch Nails,industrial rock,7,0.018,1.76242,1,0.80838,426.89261,0.286,0.905776889,0,0.05,41.50471,"Cleveland, OH",-81.69074,-12.951,0,0.395,15567,Things Falling Apart,ARC4K2E1187B9B6FDA,0.635536649,SOKBBXO12A6701DEA0,399.9,1,0.33137,63.017,industrial metal,0.999945289,4,0.378,Metal,2000
0.479407676,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,seen live,2,0.023,0.85641,0.277,0.44094,269.26975,3.889,0.694021648,9,0.052,37.15735675,Not available,-63.93335787,-11.751,0,0.142,413222,Your Funeral... My Trial (2009 Digital Remaster),AR1XD261187B9ACF9B,,SOWHYUG12A58A77FAB,262.798,0.495,0.23321,144.603,rock,1,4,0,She Fell Away (2009 Digital Remaster),0
0.139247394,ARMBYRO1187FB57419,Nadine Renee,,0,0.319,0.50432,0,0.14912,249.41669,0.647,0.408389022,2,0.883,37.15735675,Not available,-63.93335787,-6.693,1,0.728,80578,Oasis of Love,ARBKGAY1187B98DEBE,0.198785349,SOYSTDI12A6D4F6500,238.434,0.662,0.14912,167.92,freestyle,1,4,0.75,Next Time,0
0.389100776,ARWY7I71187FB36C3D,Lesley Gore,classic pop and rock,1,1,0.06727,1,0.06727,136.48934,0.229,0.606925359,9,0.386,40.71455,"New York, NY",-74.00712,-9.091,1,0.632,26902,60's Triple set,ARAJPHH1187FB5566A,,SOOOROX12A6D4F8400,130.026,0.782,0.06727,129.122,brill building pop,1,1,0,It's My Party,1963
0.322485106,AR6Y22S1187B99906F,Smartbomb,,0,0.009,0.64544,1,0.19348,233.27302,0.386,0.562463784,0,0.53,37.15735675,Not available,-63.93335787,-2.658,1,0.501,633532,Yeah.  Well_ Anyway....,ARJ8IIY1187B992734,0,SONSPZE12AB01819CE,231.178,0.89,0.19348,132.022,melodic hardcore,0.981267204,4,0.782,Complicate It,2001
0.335651839,ARI5P4N1187FB3F44D,Suburbs,,0,0.87,0.302,0.87,0.302,187.24526,0.107,0.481004583,1,0.842,37.15735675,Minnesota,-63.93335787,-4.42,1,0.721,435830,Un Titre de Toune,ARWCDXY1187B989346,0.249065795,SOHWGFU12AB017B036,178.625,0.598,0.13943,183.92,british pop,0.939709535,1,0.063,Monde De Fou,2005
0.453391186,ARYPWUK1187B98ACED,Emperor,,0,0.047,0.73058,0,0.73058,72.61995,0,0.742963152,9,0,64.55653,Norway,12.66538,-11.051,0,0,495734,Live Inferno,ARLSF8H1187B9A76B0,,SOQQVQJ12AB0185192,68.365,0.202,0.56271,89.867,heavy metal,1,4,0.476,Opus a Satana (Part 2),0
0.364384925,ARW63KF1187B98AC48,Julien Clerc,french,1,0.259,1.21926,0.707,0.19064,272.63955,2.775,0.58547954,2,0.633,46.71067,FR,1.71819,-9.97,1,0.605,664484,Vendredi 13 - 1981,ARLZ6BF1187FB3DD6A,,SODRHHD12AB0189F2A,272.64,0.128,0.19064,119.896,chanson,1,5,0.921,This Melody (Live),0
0.481024239,AR8H87D1187FB3A841,Glen Campbell,classic pop and rock,1,0.153,0.09896,1,0.09896,142.75873,0.218,0.67159627,1,0.62,34.03142,"Delight, AR",-93.50243,-11.335,0,0.814,112851,Unconditional Love,ARGIABO1187FB4B3B5,,SOQGFVO12A8C13C8C3,135.546,0.614,0.09896,137.29,country rock,0.970825545,4,0,I'm Gone This Time,0
0.343281882,ARLWR721187B9A03C9,T.G. Sheppard,,0,0.635,0.52519,0.635,0.52519,194.11546,0.089,0.449323615,5,1,35.82213,"Humboldt, TN",-88.91599,-15.581,1,0.886,200689,The Very Best Of,ARGIABO1187FB4B3B5,0.382723281,SORABMD12A8C136672,182.729,0.479,0.15887,82.343,country rock,0.998410062,1,0.387,You Feel Good All Over,2002
0.386669092,ARF4V431187FB3AA41,Slim Whitman,,0,0.52,1.87142,0.431,0.61665,195.91791,0.165,0.51644378,3,0.883,27.94653,"Tampa, FL",-82.45927,-11.98,1,0.735,682725,Country Lovers. Vol. 3,AR0IVGJ1187FB55D61,,SOTUBVH12AB018D2EC,192.087,0.444,0.20411,91.487,folk-pop,1,4,0,Indian Love Call,1990
0.538070295,ARBGWMW1187B9AEA3E,Savage Garden,australian,3,0.083,3.56292,0.489,0.22888,118.33424,0,0.728209707,9,0,37.15735675,CA,-63.93335787,-11.215,0,0,287804,Affirmation,ARQM3CJ1187B9B7AD1,,SOMQAGT12A8C132DB4,118.334,0.105,0.22888,84.69,easy listening,0.896826245,5,0.678,You Can Still Be Free,1999
0.552413346,AR6G4V01187B9AD086,Queens Of The Stone Age,stoner rock,3,0.002,0.68393,1,0.15338,288.41751,0.113,0.798645179,2,0.08,37.15735675,Not available,-63.93335787,-8.165,1,0.665,220917,Lullabies To Paralyze,ARRP8TZ1187B98DB84,0.725121284,SOKLLOH12A67020F2C,279.179,1,0.15338,115.606,stoner metal,0.920686051,4,0,I Never Came,2005
0.347598889,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,,0,0,0.14694,0,0.14694,123.21914,1.001,0.445854631,7,0.278,33.52029,"Birmingham, AL",-86.8115,-12.69,0,0.482,629785,It's War Again,ARZRHS51187FB47767,,SONRLQH12AB017C232,118.079,0.599,0.14694,126.523,western swing,1,1,0,Dixie,0
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,madchester,2,0.02,0.72006,0.779,0.18905,283.76771,0,0.605109702,2,0.823,53.4796,"Manchester, England",-2.24881,-8.7,1,0.69,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,271.83,1,0.18905,113.677,indie rock,0.99732938,4,1,Commercial Reign,1990
0.421415103,AR9XEVF1187B99D017,Borialis,,0,0.069,1.76995,0.725,0.38749,239.3073,0.182,0.454043995,2,0.569,37.15735675,Not available,-63.93335787,-5.758,1,0.601,4967,What You Thought You Heard,AR7NMRP1187B99879F,0.554654768,SORENXV12A6701F61F,220.264,0.542,0.04274,86.938,rap rock,0.92892821,4,0.222,Hourglass,0
0.404182207,ARCFOZ71187FB43A0D,The Dirty Skirts,durban,1,0.07,0.55647,1,0.13404,206.75873,0.096,0.543516131,0,0.613,37.15735675,Not available,-63.93335787,-4.907,1,0.656,325335,Daddy Don't Disco,ARNB49G1187FB40678,0.304169503,SOYMMDY12AB01825B2,193.115,0.843,0.13404,141.936,indie rock,1,4,0.634,Wake,0
0.313569343,ARHFEBO11F50C4825A,Flor Silvestre,,0,0.613,0.24456,0.613,0.24456,134.81751,0,0.42054585,11,0.847,37.15735675,Not available,-63.93335787,-8.133,1,0.646,82932,15 Exitos Vol. 2 Flor Silvestre,ARTHFSQ12454A434C4,,SOJWQIP12A6D4F710A,130.723,0,0.24456,106.049,ranchera,1,1,0,Caricia Y Herida,0
0.148985481,AR107SB1187B9A79F9,BA(c)zu,,0,0.275,1.1332,0.847,0.66297,285.64853,0.397,0.373850623,8,0.508,37.15735675,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",-63.93335787,-9.093,1,0.343,401583,"Le top du pA""re NAPel",ARRPPEU1187FB54D2B,,SOOVOKS12AB017EE57,274.727,0.647,0.42645,126.88,chanson,1,4,0,Le tortillard,0
0.493566843,ARXWAQQ1187B9AE954,Redman,soul and reggae,1,0.058,2.95336,0.579,0.65164,124.18567,0,0.743129776,1,0.074,37.15735675,"Newark, NJ",-63.93335787,-10.296,0,0.492,8552,Malpractice,AR05OJD1187B9B99A6,0.57010593,SORWHWY12A6702038E,121.005,0,0.16161,85.008,hip hop,1,5,1,WKYA (drop),2001
0.31781096,ARL6XZC1187FB3936E,Solistiyhtye Suomi,finnish,1,0,0.14324,0,0.14324,134.08608,4.441,0.13818761,4,0.718,37.15735675,Not available,-63.93335787,-12.839,0,0.674,217058,20 Suosikkia / Rilluttele yAP,ARW1WST1187FB384DA,,SOGYYLE12A8C13E5EA,130.38,0,0.14324,133.699,german pop,1,1,0,TerA$?slintu,0
0.331090126,ARSDSMG1187B98CB59,Eddie Cantor,,0,0.71,0.23005,0.71,0.23005,155.61098,0.154,0.416141023,11,0.599,40.71455,"New York, NY",-74.00712,-13.71,1,0.517,489673,The Fabulous Eddie Cantor,ARRL2QH1187B9AC814,,SOITUXQ12AB0183AE9,150.75,1,0.23005,118.975,easy listening,1,1,0.003,Now's The Time To Fall In Love,0
0.349192218,AR3WMW01187B9921F7,Schizoid,,0,0.104,0.94655,0.141,0.35387,275.40853,0,0.495559652,9,0.376,37.15735675,Not available,-63.93335787,-2.119,1,0.334,475992,Grim Prospects Remixes - Grim Prospects Will Never End,ARP5GN61187FB5B1A3,,SOTWEZZ12A8C142B60,272.556,0.826,0.35387,102.408,breakcore,1,4,0.395,Grim Prospects (Gross Prospects - Bad Trip Remix),0
0.316354001,AR3C3C01187B98E800,Kai Winding,,0,0.043,1.38242,0.761,0.33359,223.4771,0.291,0.430538907,0,0,56.153,"Aarhus, Denmark",10.20452,-14.438,1,0.138,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0,SOUVRGZ12A58A77F90,220.026,0.783,0.33359,112.006,hard bop,0.942971915,4,0.844,Mangos,1961
0.317833879,ARDD9UN1187B98D3A7,Sonny Simmons,,0,0.99,10.84083,0,1.34066,443.24526,0.23,0.428375417,1,0,31.84666,"Sicily Island, LA",-91.657,-13.002,1,0.051,225610,Staying on the Watch,ARCNR3E1187B9B7030,0.270775999,SOBLTSM12A6D4F9EEA,430.736,0.703,0.33736,45.527,free jazz,0.985270123,4,0,A Distant Voice,0
0.345751247,ARJGNV61187B98F3B5,Mira,,0,0.159,1.66153,0.848,0.96449,177.81506,0.554,0.545110951,4,0.695,37.15735675,"Tallahassee, FL",-63.93335787,-12.004,1,0.673,473710,Openbare Weg,AR9U1SA1187B9940C1,,SOUQVUD12A8C142DCE,167.48,0.859,0.61541,85.621,shoegaze,0.893803057,4,0.612,Openbare Weg,2006
0.277561738,ARSVI4L1187B996181,Citizen Kaned,,0,0.148,1.59705,0,0.49298,385.33179,3.048,0.483339422,8,0.822,37.15735675,Not available,-63.93335787,-8.37,0,0.503,710902,Tip World Singles 2000,ARZPSGI1187B9994D3,,SOCRPDR12AB0185B75,382.647,0.168,0.07835,108.061,chill-out,0.961490955,4,1,President Johnson,2000
0.432011947,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,,0,0.233,0.95031,0,0.38454,324.44036,0,0.559278494,7,0.558,37.15735675,Not available,-63.93335787,-11.829,1,0.718,341940,Praise Him...Live!,ARSA3561187FB58C37,0.405115722,SOXVBVL12AF72A600C,312.239,0,0.38454,216.195,gospel,1,5,1,Lead Me Lord,1995
0.325148571,AR4PCIG1187B98D07D,Ellen McIlwaine,singer-songwriter,1,0.093,0.8598,0.616,0.41287,275.12118,0.34,0.438887475,7,0.699,36.16778,"Nashville, TN",-86.77836,-6.29,1,0.527,766444,Spontanous Combustion,ARJKCI01187FB4EA22,0.242741879,SOIQHDR12AB01896C8,272.933,0.741,0.41287,132.428,blues-rock,0.949727911,4,0.281,Spontanous Combustion,0
0.414892612,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,,0,0.079,0.15435,0,0.15435,294.66077,0.864,0.57810363,5,0.238,37.77916,"San Francisco, CA",-122.42005,-15.761,0,0.07,432406,From All Sides,ARLKR161187FB50694,0.386790177,SODLSHA12AAF3B29F2,282.564,0.513,0.15435,168.307,latin jazz,1,4,0,Choro,0
0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,french,1,0.045,0.56594,0.662,0.14386,193.20118,0.497,0.502453177,0,0.371,37.15735675,"Menilmontant, France",-63.93335787,-27.433,1,0.484,546663,Maurice Chevalier  The Essential Collection Vol 1,ARMC5XS1187B9A836B,,SOAGHMH12AB0180285,190.003,0.21,0.14386,140.956,chanson,1,7,0.866,Ma Louise,0
0.384184259,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,uk,1,0.053,0.6235,1,0.16237,357.82485,0.131,0.541975108,1,0.485,37.15735675,Not available,-63.93335787,-5.701,1,0.427,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARRYBYF1187FB3929E,0.511254835,SORAVUP12AB018556E,353.785,1,0.16237,130.016,tech house,0.947705021,5,1,I Want You (Forever),1991
0.412671631,AR9ODB41187FB459B2,Organized Konfusion,group,1,0.005,0.41054,1,0.0684,198.3473,0.201,0.683719468,11,0.306,37.15735675,"SPRINGFIELD, Virginia",-63.93335787,-8.709,0,0.22,704183,The Equinox,ARM2EJV1187B98EA13,0.460484845,SOFXNQP12AB0184F1A,182.184,0.603,0.0684,175.769,hip hop,1,4,0.7,Hate,1997
0.628246419,ARF3GX71187FB3EB66,Martina McBride,country,2,0.082,0.2688,0.871,0.2688,261.95546,0,0.614870934,7,0.96,37.15735675,"Medicine Lodge, KS",-63.93335787,-13.627,1,0.634,307618,Timeless,ARMH4YI1187FB3F45E,0.488289876,SOGQTRZ12A8C13C8B0,253.452,0.799,0.2688,100.194,country,0.939349522,3,1,I Can't Stop Loving You,2005
0.374271174,AR3PN3R1187FB4CEBD,Horace Andy,classic pop and rock,1,0.025,0.87289,1,0.4435,176.27383,0.183,0.626436382,2,0.171,18.01571,"Kingston, Jamaica",-76.79731,-11.479,1,0.239,784530,Feel Good All Over: Anthology 1970-1976,ARABKKO11F50C4D0A5,,SOBHVZQ12AC9618285,166.911,1,0.23251,151.911,roots reggae,1,4,0.231,Thank You Lord,1985
0.384146444,ARYWCFZ11E2835CFDD,Nazz,,0,0.527,1.0873,0,0.58561,220.89098,0,0.494681417,9,0.606,37.15735675,Not available,-63.93335787,-6.302,1,0.475,534470,13th And Pine,AR3ES871187FB4E75B,,SOYPBCY12AB0181EF3,213.107,0.584,0.34041,119.691,freakbeat,0.865512359,4,0.491,How Can You Call That Beautiful (Stewkey Vocal),0
0.393215104,ARUT16P1187FB532A4,Tyrone Davis,,0,0.193,0.56138,1,0.19121,235.91138,0.322,0.543866303,10,0.46,33.39847,"Greenville, MS",-91.03786,-10.466,1,0.379,599659,Call Tyrone,ARVQZNK11E2835CDAC,,SOWRLSY12AC4687694,219.725,0.769,0.19121,161.976,chicago soul,0.930353957,4,0.696,Cheatin' In The Next Room,0
0.405178359,AREOGMA1187B9908EF,Hot Tuna,folk,1,1,0.18671,1,0.18671,239.59465,0.31,0.567278871,0,0.601,37.77916,"San Francisco, CA",-122.42005,-9.275,1,0.563,372122,Final Vinyl,ARKURQ01187B990F15,,SOOGQWR12A8C142505,231.3,0.551,0.18671,172.398,blues-rock,1,1,0,Candy Man,1971
0.28404741,AR4ABL21187FB3913A,Richard Burton,,0,0.132,1.49595,0.612,0.42142,171.49342,0.085,0.432386477,2,0.45,40.99471,Pennsylvania,-77.60454,-37.398,1,0.685,577023,Fifteen Poems By Dylan Thomas,ARIRZEG1187FB3E87E,0,SOJDYQY12AB0188C97,165.216,0.531,0.1441,109.823,jazz fusion,0.986476662,3,0.659,I See The Boys Of Summer,0
0.343185045,AR8YV1I1187FB45D2B,Rory Block,folk,1,0.836,0.63247,0.836,0.63247,266.05669,0.23,0.513829587,1,0.936,40.71455,"New York, NY",-74.00712,-13.836,1,0.763,572855,The Early Tapes 1975-1976,AR6XEHV1187FB43D1A,0,SOBHQUF12AB018B03E,256.064,0.809,0.26631,90.101,delta blues,0.929447888,1,0,Three Is a Crowd,0
0.601184942,ARR9XGB1187B9912E6,Boyz II Men,soul and reggae,1,0.666,1.00904,0.853,0.49144,329.27302,0.45,0.790922848,8,0.497,37.15735675,"Philadelphia, PA",-63.93335787,-7.103,1,0.491,523481,Legacy,ARL6HUT1187FB4D9C2,0.345802234,SOFRAZJ12A8C143CDB,322.101,0.94,0.23264,116.473,new jack swing,1,4,1,On Bended Knee,1994
0,ARBKUS51187B98A3AC,Howard Armstrong,,0,0.026,0.97322,0.469,0.49835,198.922,0.228,0.454668191,9,0,35.4948,"Dayton, TN",-85.01235,-13.495,0,0.094,219943,Louie Bluie Film Soundtrack,AR2TN2W1187B9894A6,0.333554807,SONNDHT12A8C13F20B,190.705,0.5,0.26092,126.821,piedmont blues,1,4,0,My Four Reasons,0
0.422472423,ARTB5PP1187FB523B7,Donny Hathaway,rock and indie,1,0.212,1.46125,0.741,0.36893,283.21914,0.258,0.657406765,2,0.499,41.88415,"Chicago, IL",-87.63241,-15.144,1,0.652,266932,Donny Hathaway,ARIPNPE1187FB3EE18,0.617365618,SOYZOXW12A8C13E195,277.467,0.462,0.0982,111.191,jazz funk,0.923552601,3,0.851,Little Girl (LP Version),1971
0.335101425,ARXFQDY1187B9AAF1E,Miguel Gallardo,,0,0.053,1.23225,0.771,0.75354,238.68036,0.386,0.45871209,5,0.458,37.15735675,Not available,-63.93335787,-12.991,1,0.542,514801,Canciones De Amor De Miguel Gallardo,ARWX7AO1187B9B91AA,,SOSGJTX12AB0181F7C,230.742,0.046,0.50536,125.508,male vocalist,0.967161121,4,0.462,Eternamente Amame,0
0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,,0,0.812,0.49594,0.812,0.49594,254.06649,0.43,0.652367864,4,0.446,37.15735675,Not available,-63.93335787,-6.01,0,0.383,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.394394856,SOBQBWP12AB018611B,249.562,0.875,0.24195,137.888,chanson,1,1,0,Niev nietch nievitch,1999
0.281284216,ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,,0,0.01,1.01631,0,0.21294,184.31955,0.798,0.342440144,6,0,37.15735675,Not available,-63.93335787,-5.58,0,0,502384,What up Detroit,ARZXP0S119B34031F1,,SODULLV12AB017FA09,178.503,0.696,0.21294,150.012,ghetto tech,1,4,0,Come Over,0
0.33406579,ARQESNI1187FB511EE,Morel,,0,0.006,0.60781,0.917,0.05514,311.40526,0,0.49825931,10,0.685,38.8991,Washington DC,-77.029,-4.313,1,0.611,254792,Peterbilt Angel,ARVPLEV1187B9AEBF1,,SOYAGJM12A8C13DCCE,300.118,1,0.05514,108.367,dance pop,0.912436038,4,0.36,Blue Taxi,0
0.403509673,ARCZ20M1187FB49687,Tony Joe White,country,1,0.059,0.44814,0,0.09927,162.53342,0.524,0.624723768,2,0.243,32.77942,"Goodwill, LA",-91.56123,-17.285,1,0.297,138320,Homemade Ice-Cream,ARJ8ND81187B9A07EB,0.374796837,SORXUZZ12A8AE4798A,151.551,0.378,0.09927,173.482,country rock,1,4,0.804,I Want Love (Tween You & Me) (Album Version),0
0.566971566,ARDF8K01187FB37200,Wolfmother,rock and indie,1,0.08,1.31008,0,0.22523,212.37506,0.868,0.79225559,4,0.372,37.15735675,"Sydney, Australia",-63.93335787,-5.931,0,0.207,722546,White Feather,AR6G4V01187B9AD086,,SOCHXAE12AF72A25D6,209.438,0.895,0.08957,110.745,stoner metal,0.999931453,4,1,White Feather,2009
0.372251208,AR11NP91187B9901B4,The Roches,folk,2,0.816,1.06691,0.065,0.59466,338.33751,0,0.573605491,2,0.626,37.15735675,New York City,-63.93335787,-14.248,0,0.575,46647,Can We Go Home Now,ARYXGMM1187B9AC285,0.265861049,SOCRHCQ12A58A7C8C6,328.986,0.065,0.59466,130.027,singer-songwriter,1,4,0.509,Christlike Roche,1995
0.326848818,ARBZAIL1187FB5B1C8,Bob Margolin,,0,0.024,0.71979,0.49,0.17426,126.51057,0,0.555985053,11,0.228,42.31256,"Boston, MA",-71.08868,-12.651,1,0.374,547104,In North Carolina,AR5HB8S1187B9976D4,0.233796474,SOSEJIQ12AB017E7EB,121.702,0,0.17426,110.168,blues-rock,0.959851413,4,0.92,You Rascal You,0
0,ARWXHRS1241B9C7A1E,Thomas Battenstein,,0,0.263,1.11556,0,0.44532,205.58322,0.612,0.42562724,9,0.825,37.15735675,Not available,-63.93335787,-16.056,0,0.836,683402,Wintertime,ARS4HVG1187B98FBAD,,SOMXWXQ12AC3DFA002,182.323,0,0.11215,97.976,guitar,1,3,1,Sympathy,0
0.363177861,ARV1P811187FB3CFC6,Jupiter Rising,,0,0.058,0.62823,0.535,0.62823,193.4624,2.717,0.662649695,0,0.373,37.15735675,Not available,-63.93335787,-5.913,0,0.548,128198,Electropop,ARTDQRC1187FB4EFD4,0.215080319,SOGMXBW12A6D4FB8D7,184.274,0.218,0.62823,119.979,pop rap,1,4,1,They Say (Album),2007
0.345809443,ARIU0MA1187B98D36F,Dharma Bums,,0,0.512,0.95881,0.512,0.95881,127.4771,2.148,0.491921881,6,0.81,37.15735675,Not available,-63.93335787,-5.541,1,0.864,818344,DUMB: 4-track cassette recordings (1987),ARWT6GK1187B98D332,,SOOPUTF12AB018DFAA,118.195,0.086,0.76143,156.968,progressive house,0.927710976,1,0,Simon's Folly,0
0.318902078,ARB4D891187B9954F7,Saafir,,0,0.026,0.61434,0.768,0.29768,234.762,0.101,0.594779904,5,0.172,37.15735675,Not available,-63.93335787,-6.019,1,0.026,762520,The Hit List,ARV4KO21187FB38008,,SOFDTRZ12AB018DD11,227.84,0.578,0.13935,188.886,hip hop,1,4,1,Crawl Before You Ball (Album Version),1999
0.498395338,ARQOC971187B9910FA,The Verve Pipe,,0,0.016,0.65257,0,0.20769,292.8322,3.344,0.70334944,9,0.295,42.73383,"Lansing, MI",-84.59334,-4.953,1,0.196,293668,Underneath,AR94SFV1187FB4DA2C,0.466304831,SOOGNJP12A8C1381AD,273.589,0.105,0.20769,133.306,post-grunge,1,4,0.338,Medicate Myself,2001
0.301502462,AR19SOA1187B98F6E6,Bob Neuwirth,american,1,0.178,0.92398,0.618,0.92398,241.10975,2.659,0.434272038,4,0.965,40.71455,New York,-74.00712,-18.114,1,0.744,117983,99 Monkeys,ARYXAJN1187FB40F84,0.480610618,SOFUBCP12A8C13D5EF,230.429,0.618,0.92398,152.267,singer-songwriter,1,3,1,Biding Her Time,1990
0.459665457,ARTDBI61187FB48479,Marvin Sapp,,0,0.111,0.72495,1,0.36318,270.68036,0.334,0.733714697,1,0.33,42.99671,"Grand Rapids, MI",-85.59012,-11.061,1,0.526,6949,Nothing Else Matters,AR6AJHY1187B996626,0.26568338,SOVZBDR12A6702012E,267.906,1,0.36318,166.275,gospel,1,4,0.845,More And More  (LP Version),0
0.431526919,ARSE6YI1187B9B9CD2,James Hunter,jazz and blues,1,0.083,0.80573,0.905,0.29176,188.73424,0,0.625443262,2,0.862,30.2676,Austin,-97.74298,-7.04,1,1,735425,A Tribute to The American Horse,ARLYUFJ1187B98DA67,,SOPWKSS12AC468E659,178.463,0.807,0.29176,114.971,blue-eyed soul,1,4,0,Cowboy Ways,0
0.32188269,AR6C8EJ1187FB3F473,Nelson Ned,,0,0.009,0.63479,0.679,0.22404,211.80036,0.175,0.498663649,9,0.519,37.15735675," UbA!, Minas Gerais",-63.93335787,-15.358,0,0.525,158078,Mis Momentos,ARDAXCG1187B9942B1,,SOCCQIQ12A8C13C76B,202.443,0.512,0.22404,144.651,latin jazz,1,4,0.142,Brasas Vivas,0
0.351210537,AROI96Z1187B9A5304,Mish Mash,,0,0.306,0.07332,0.306,0.07332,254.32771,0,0.505644262,2,0.64,37.15735675,Not available,-63.93335787,-11.213,1,0.692,199953,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,AREDYJH12AF7DA7A11,,SODBMZD12A8C134232,249.858,0,0.07332,152.005,vocal house,0.934236172,1,0.605,Kolomeyke,0
0.273453727,ARIOSKN1257509BCE1,Cama,,0,0.718,0.27702,0.718,0.27702,210.36363,0.364,0.406187449,1,0.645,37.15735675,Not available,-63.93335787,-5.904,0,0.683,329135,In this Life,ARCDQS71187FB403FA,,SOBUWPY12A8C1446C0,201.497,0.772,0.08387,155.074,los angeles,0.845881025,1,0,In This Life,2009
0.446890727,ARI0PUX1187FB3F215,Maxi Priest,,0,0,0.03212,0,0.03212,301.81832,2.566,0.661001337,10,0.683,54.31392,Great Britain / UK,-2.23218,-8.095,0,0.549,276924,Best Of Maxi Priest,AR1F7A61187B99F6EA,0.345802234,SORWXUP12A58A79E65,289.332,0.124,0.03212,61.971,lovers rock,0.908228194,1,0.397,Groovin' In The Midnight,1991
0.507965802,ARYO9BU1187B9ADA88,Porcupine Tree,progressive rock,4,0.151,0.34798,0.387,0.34798,416.80934,0,0.830252262,6,0.644,37.15735675,Not available,-63.93335787,-7.982,0,0.607,193554,Signify (Special Edition),ARRJTPR11F4C8473CF,0.82517354,SOJEVZW12A8C133988,396.533,0.69,0.0276,124.04,experimental rock,1,5,0.82,Waiting,1997
0.424931835,ARZ507V1187FB4425E,Ragheb Alama,,0,0.04,0.47649,0,0.16066,413.36118,0,0.554226467,7,0.056,37.15735675,Not available,-63.93335787,-8.804,0,0.306,409813,Bravo Alayki Rare recording,ARUTBSU1187FB4B857,0,SOOODKC12AB018462F,408.503,1,0.16066,191.196,arabesque,1,4,0,A'chek Ouyounik (2009 Digital Remaster),0
0.550762085,AR6XPWV1187B9ADAEB,Foo Fighters,rock,4,0.35,0.58065,0.896,0.16757,117.002,0,0.839275393,7,0.458,37.15735675,"Seattle, WA",-63.93335787,-5.699,1,0.44,440990,In Your Honor,ARE8GLF1187FB52532,,SODOLVO12B0B80B2F4,114.712,0.415,0.16757,152.127,grunge,0.953021558,4,0.651,Hell,2005
0.682263177,AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,colombian,1,0.497,0.71063,1,0.10911,217.36444,0.224,0.833178561,10,0.805,37.15735675,"Barranquilla, Colombia",-63.93335787,-5.152,0,0.688,302176,Essential R&B Hit Selection,ARBHW3X1187B999013,0.73738531,SOEHWGF12A6D4F8B2B,212.161,0.538,0.10911,100.023,dance pop,1,4,0.937,Hips Don't Lie (featuring Wyclef Jean),0
